Location,Area_sqft,Bedroom,Bathroom,Price,Latitude,Longitude,Location_Label,Price_Zone,Price_Zone_Num,Distance_to_Center,Price_per_sqft,BedBath_Ratio,Price_per_Bedroom,Size_Category,Location_Cluster
"Srjani road, Ibrahimpur",1050,3,3,3750000,26.1480418,82.9488114,ibrahimpur,Low,0,7.821232910560659,3571.4285714285716,0.75,937500.0,Medium,1
"Faydabad, Dakshin Khan",600,2,2,2600000,23.8772544,90.41369619999999,dakshin khan,Low,0,0.06696508473674931,4333.333333333333,0.6666666666666666,866666.6666666666,Small,1
"Middle Paikpara, Mirpur",1300,3,3,6500000,23.7903857,90.35894890000002,mirpur,Medium,1,0.057134049880064604,5000.0,0.75,1625000.0,Medium,1
"Darussalam, Mirpur",1250,2,2,6250000,23.7784999,90.35306659999999,mirpur,Medium,1,0.06740604865715305,5000.0,0.6666666666666666,2083333.3333333333,Medium,1
"Middle Monipur, Mirpur",1100,2,2,4950000,23.7970198,90.3667921,mirpur,Medium,1,0.047598065448605065,4500.0,0.6666666666666666,1650000.0,Medium,1
"Section 1, Mirpur",875,2,2,4000000,23.8015639,90.3489496,mirpur,Medium,1,0.06414805362105391,4571.428571428572,0.6666666666666666,1333333.3333333333,Medium,1
"Middle Monipur, Mirpur",1100,2,2,4950000,23.7970198,90.3667921,mirpur,Medium,1,0.047598065448605065,4500.0,0.6666666666666666,1650000.0,Medium,1
"North Ibrahimpur, Ibrahimpur",1600,3,3,9500000,26.1480418,82.9488114,ibrahimpur,Low,0,7.821232910560659,5937.5,0.75,2375000.0,Large,1
"Section 11, Mirpur",650,2,2,2400000,23.8178783,90.3689508,mirpur,Medium,1,0.04420365880252531,3692.3076923076924,0.6666666666666666,800000.0,Small,1
"2nd Colony, Mirpur",930,3,3,3900000,23.7918946,90.3495377,mirpur,Medium,1,0.06559733203758741,4193.548387096775,0.75,975000.0,Medium,1
"Section 11, Mirpur",750,2,2,4000000,23.8178783,90.3689508,mirpur,Medium,1,0.04420365880252531,5333.333333333333,0.6666666666666666,1333333.3333333333,Small,1
"Manikdi, Cantonment",1275,3,3,5737500,23.8260022,90.3919059,cantonment,Low,0,0.025897413763730507,4500.0,0.75,1434375.0,Medium,1
"Tongi, Gazipur Sadar Upazila",1200,3,3,5700000,23.889974,90.40734719999999,gazipur sadar upazila,Low,0,0.07984045104982557,4750.0,0.75,1425000.0,Medium,1
"Muslim Modern College Road, Kachukhet",1445,3,3,6936000,23.7954055,90.3905866,kachukhet,Low,0,0.026496098388432626,4800.0,0.75,1734000.0,Medium,1
"Middle Monipur, Mirpur",1200,3,3,5400000,23.7970198,90.3667921,mirpur,Medium,1,0.047598065448605065,4500.0,0.75,1350000.0,Medium,1
"Middle Monipur, Mirpur",1200,3,3,5400000,23.7970198,90.3667921,mirpur,Medium,1,0.047598065448605065,4500.0,0.75,1350000.0,Medium,1
"Section 1, Mirpur",1542,3,3,8500000,23.8015639,90.3489496,mirpur,Medium,1,0.06414805362105391,5512.321660181582,0.75,2125000.0,Large,1
"Kallyanpur, Mirpur",1310,3,3,9200000,23.7822036,90.35953719999999,mirpur,Medium,1,0.059953864569354254,7022.900763358779,0.75,2300000.0,Medium,1
"Chatteshwari Road, 15 No. Bagmoniram Ward",1430,3,3,8500000,22.3540816,91.8295316,15 no. bagmoniram ward,Low,0,2.0318835064779495,5944.055944055944,0.75,2125000.0,Medium,1
"Section 10, Mirpur",855,2,2,4275000,23.8119234,90.3713045,mirpur,Medium,1,0.04122747442919648,5000.0,0.6666666666666666,1425000.0,Medium,1
"Middle Paikpara, Mirpur",1300,3,3,6500000,23.7903857,90.35894890000002,mirpur,Medium,1,0.057134049880064604,5000.0,0.75,1625000.0,Medium,1
"Middle Monipur, Mirpur",1100,2,2,4950000,23.7970198,90.3667921,mirpur,Medium,1,0.047598065448605065,4500.0,0.6666666666666666,1650000.0,Medium,1
"Middle Monipur, Mirpur",1100,2,2,4950000,23.7970198,90.3667921,mirpur,Medium,1,0.047598065448605065,4500.0,0.6666666666666666,1650000.0,Medium,1
"Middle Monipur, Mirpur",1100,2,2,4950000,23.7970198,90.3667921,mirpur,Medium,1,0.047598065448605065,4500.0,0.6666666666666666,1650000.0,Medium,1
"Section 12, Mirpur",1350,2,2,6700000,23.8253064,90.37248149999999,mirpur,Medium,1,0.042739588009363054,4962.962962962963,0.6666666666666666,2233333.3333333335,Medium,1
"Section 13, Mirpur",690,2,2,3000000,23.8089317,90.37836659999999,mirpur,Medium,1,0.034160814399690875,4347.826086956522,0.6666666666666666,1000000.0,Small,1
"Chatteshwari Road, 15 No. Bagmoniram Ward",1700,3,3,10500000,22.3540816,91.8295316,15 no. bagmoniram ward,Low,0,2.0318835064779495,6176.470588235294,0.75,2625000.0,Large,1
"Section 11, Mirpur",750,2,2,4000000,23.8178783,90.3689508,mirpur,Medium,1,0.04420365880252531,5333.333333333333,0.6666666666666666,1333333.3333333333,Small,1
"Darussalam, Mirpur",1250,3,3,6250000,23.7784999,90.35306659999999,mirpur,Medium,1,0.06740604865715305,5000.0,0.75,1562500.0,Medium,1
"West Shewrapara, Mirpur",1200,3,3,5000000,23.7881199,90.3736584,mirpur,Medium,1,0.044728366017213576,4166.666666666667,0.75,1250000.0,Medium,1
"Block F, Aftab Nagar",1500,3,3,8250000,23.7641281,90.44669909999999,aftab nagar,Low,0,0.057458008931912594,5500.0,0.75,2062500.0,Medium,1
"South Keraniganj, Keraniganj",1470,3,3,6500000,23.69435,90.3960275,keraniganj,Low,0,0.11711424232880514,4421.768707482993,0.75,1625000.0,Medium,1
"Middle Badda, Badda",1150,3,3,5175000,23.7798106,90.42371209999999,badda,Low,0,0.0324856075635027,4500.0,0.75,1293750.0,Medium,1
"Kamarpara, Turag",1515,3,3,7800000,23.8892301,90.3830754,turag,Low,0,0.0842363803304101,5148.514851485149,0.75,1950000.0,Large,1
"Pallabi, Mirpur",1112,2,2,7500000,23.8223486,90.36542039999999,mirpur,Medium,1,0.048596887741092366,6744.604316546763,0.6666666666666666,2500000.0,Medium,1
"Section 10, Mirpur",930,2,2,4464000,23.8119234,90.3713045,mirpur,Medium,1,0.04122747442919648,4800.0,0.6666666666666666,1488000.0,Medium,1
"Rupnagar R/A, Mirpur",656,2,2,2500000,23.8085164,90.3558058,mirpur,Medium,1,0.05672224909680062,3810.9756097560976,0.6666666666666666,833333.3333333334,Small,1
"North Ibrahimpur, Ibrahimpur",1100,2,2,5800000,26.1480418,82.9488114,ibrahimpur,Low,0,7.821232910560659,5272.727272727273,0.6666666666666666,1933333.3333333333,Medium,1
"Sector 10, Uttara",1100,3,3,5500000,23.884012,90.3883735,uttara,High,2,0.07755995710577243,5000.0,0.75,1375000.0,Medium,1
"Kamal Khan Road, Ibrahimpur",800,2,2,4445000,23.7957523,90.381097,ibrahimpur,Low,0,0.034609015939345594,5556.25,0.6666666666666666,1481666.6666666667,Medium,1
"Uttar Badda, Badda",1100,2,2,6050000,23.7820433,90.4231228,badda,Low,0,0.030187496993459986,5500.0,0.6666666666666666,2016666.6666666667,Medium,1
"Block C, Bashundhara R-A",1500,3,3,13500000,23.8184723,90.4272477,bashundhara r-a,Medium,1,0.01686063885444435,9000.0,0.75,3375000.0,Medium,0
"West Agargaon, Agargaon",1300,2,2,6500000,23.7807183,90.3693678,agargaon,Low,0,0.05230166012402525,5000.0,0.6666666666666666,2166666.6666666665,Medium,1
"Sat Masjid Housing, Mohammadpur",1200,3,3,6000000,23.7572372,90.35230580000001,mohammadpur,Medium,1,0.08024339510189202,5000.0,0.75,1500000.0,Medium,1
"Adarsha Nagar, Badda",725,2,2,3500000,23.7827692,90.4296049,badda,Low,0,0.03241176565153901,4827.586206896552,0.6666666666666666,1166666.6666666667,Small,1
"Rasdia Mouza, Uttara",990,2,2,7425000,23.8899605,90.3883735,uttara,High,2,0.0832339069280038,7500.0,0.6666666666666666,2475000.0,Medium,1
"Rasdia Mouza, Uttara",2600,4,4,49500000,23.8899605,90.3883735,uttara,High,2,0.0832339069280038,19038.46153846154,0.8,9900000.0,Large,3
"Sector 11, Uttara",1700,4,4,11000000,23.8773155,90.39013969999999,uttara,High,2,0.07064743630408771,6470.588235294118,0.8,2200000.0,Large,1
"Ambagan Road, Railway Colony",900,2,2,4500000,23.642191779381445,90.3844964658419,railway colony,Low,0,0.17042468062132454,5000.0,0.6666666666666666,1500000.0,Medium,1
"Section 6, Mirpur",1611,4,4,15500000,23.8119402,90.3642437,mirpur,Medium,1,0.04828416661524933,9621.353196772192,0.8,3100000.0,Large,0
"18 No. East Bakalia Ward, Bakalia",1325,3,3,5300000,22.3516461,91.863153,bakalia,Low,0,2.0571984168752957,4000.0,0.75,1325000.0,Medium,1
"Pallabi, Mirpur",1250,3,3,5500000,23.8223486,90.36542039999999,mirpur,Medium,1,0.048596887741092366,4400.0,0.75,1375000.0,Medium,1
"Sector 12, Uttara",1700,3,3,12000000,23.8713904,90.380721,uttara,High,2,0.06886175871381538,7058.823529411765,0.75,3000000.0,Large,1
"Uttar Badda, Badda",1252,3,3,7000000,23.7820433,90.4231228,badda,Low,0,0.030187496993459986,5591.054313099042,0.75,1750000.0,Medium,1
"Pirerbag, Mirpur",800,2,2,5300000,23.7911115,90.3665972,mirpur,Medium,1,0.049752040964059545,6625.0,0.6666666666666666,1766666.6666666667,Medium,1
"Srjani road, Ibrahimpur",1050,3,3,3750000,26.1480418,82.9488114,ibrahimpur,Low,0,7.821232910560659,3571.4285714285716,0.75,937500.0,Medium,1
"Shahjadpur, Badda",2050,3,3,19500000,23.7917066,90.4248906,badda,Low,0,0.02234371258139737,9512.19512195122,0.75,4875000.0,Large,0
"Ahmed Nagar, Mirpur",1050,2,2,5500000,23.793741,90.35503039999999,mirpur,Medium,1,0.05980765339954874,5238.0952380952385,0.6666666666666666,1833333.3333333333,Medium,1
"Kutum Goli, Agargaon",980,2,2,5390000,23.7834257,90.3733666,agargaon,Low,0,0.04747263418065125,5500.0,0.6666666666666666,1796666.6666666667,Medium,1
"Block C, Bashundhara R-A",3880,4,4,59000000,23.8184723,90.4272477,bashundhara r-a,Medium,1,0.01686063885444435,15206.185567010309,0.8,11800000.0,Large,3
"Block D, Bashundhara R-A",1250,3,3,10500000,23.8154814,90.43314099999999,bashundhara r-a,Medium,1,0.02128139532455245,8400.0,0.75,2625000.0,Medium,1
"Moushair, Dakshin Khan",960,2,2,3700000,23.8519373,90.4266584,dakshin khan,Low,0,0.04397868849624563,3854.1666666666665,0.6666666666666666,1233333.3333333333,Medium,1
"West Monipur, Mirpur",1100,2,2,4620000,23.7957442,90.3635789,mirpur,Medium,1,0.0510406243971419,4200.0,0.6666666666666666,1540000.0,Medium,1
"Pallabi, Mirpur",1350,3,3,6500000,23.8223486,90.36542039999999,mirpur,Medium,1,0.048596887741092366,4814.814814814815,0.75,1625000.0,Medium,1
"Zakir Hossain Road, Khulshi",2000,4,4,13000000,22.3616445,91.8125827,khulshi,Low,0,2.014654889681987,6500.0,0.8,2600000.0,Large,0
"Rasdia Mouza, Uttara",550,1,1,2310000,23.8899605,90.3883735,uttara,High,2,0.0832339069280038,4200.0,0.5,1155000.0,Small,1
"Zakir Hossain Road, Khulshi",2200,4,4,13000000,22.3616445,91.8125827,khulshi,Low,0,2.014654889681987,5909.090909090909,0.8,2600000.0,Large,0
"West Monipur, Mirpur",900,2,2,4320000,23.7957442,90.3635789,mirpur,Medium,1,0.0510406243971419,4800.0,0.6666666666666666,1440000.0,Medium,1
"Uttar Badda, Badda",682,1,1,3600000,23.7820433,90.4231228,badda,Low,0,0.030187496993459986,5278.592375366569,0.5,1800000.0,Small,1
"Rasdia Mouza, Uttara",1280,3,3,7680000,23.8899605,90.3883735,uttara,High,2,0.0832339069280038,6000.0,0.75,1920000.0,Medium,1
"Sector 10, Uttara",1150,3,3,5500000,23.884012,90.3883735,uttara,High,2,0.07755995710577243,4782.608695652174,0.75,1375000.0,Medium,1
"Uttar Badda, Badda",682,1,1,3600000,23.7820433,90.4231228,badda,Low,0,0.030187496993459986,5278.592375366569,0.5,1800000.0,Small,1
"Block E, Banasree",1762,4,4,10500000,23.7619353,90.43314099999999,banasree,Low,0,0.05258512229794613,5959.137343927356,0.8,2100000.0,Large,1
"Pirerbag, Mirpur",1800,4,4,9000000,23.7911115,90.3665972,mirpur,Medium,1,0.049752040964059545,5000.0,0.8,1800000.0,Large,1
"Purana Paltan, Motijheel",1265,2,2,12650000,23.7322458,90.4107509,motijheel,Low,0,0.07807379514568288,10000.0,0.6666666666666666,4216666.666666667,Medium,0
"Rasdia Mouza, Uttara",1218,3,3,11000000,23.8899605,90.3883735,uttara,High,2,0.0832339069280038,9031.1986863711,0.75,2750000.0,Medium,1
"Block J, Bashundhara R-A",2060,3,3,18540000,23.8228913,90.4425723,bashundhara r-a,Medium,1,0.03260190275091242,9000.0,0.75,4635000.0,Large,0
"Block D, Bashundhara R-A",1425,3,3,19950000,23.8154814,90.43314099999999,bashundhara r-a,Medium,1,0.02128139532455245,14000.0,0.75,4987500.0,Medium,0
"Shekhertek, Mohammadpur",1250,2,2,7500000,23.7690369,90.35645149999999,mohammadpur,Medium,1,0.06959940929246794,6000.0,0.6666666666666666,2500000.0,Medium,1
"West Shewrapara, Mirpur",1225,2,2,5512500,23.7881199,90.3736584,mirpur,Medium,1,0.044728366017213576,4500.0,0.6666666666666666,1837500.0,Medium,1
"West Monipur, Mirpur",900,2,2,4320000,23.7957442,90.3635789,mirpur,Medium,1,0.0510406243971419,4800.0,0.6666666666666666,1440000.0,Medium,1
"East Rampura, Rampura",1120,3,3,6160000,23.7582378,90.42547979999999,rampura,Low,0,0.0536558279861572,5500.0,0.75,1540000.0,Medium,1
"Block L, Bashundhara R-A",1550,3,3,12000000,23.8206417,90.4490575,bashundhara r-a,Medium,1,0.037992125041118804,7741.935483870968,0.75,3000000.0,Large,1
"Madartek, Bashabo",1075,2,2,4062500,23.7457035,90.4393425,bashabo,Low,0,0.06995160912016314,3779.0697674418607,0.6666666666666666,1354166.6666666667,Medium,1
"Block K, Bashundhara R-A",2700,4,4,26500000,23.8228845,90.44493039999999,bashundhara r-a,Medium,1,0.03478649859370281,9814.814814814816,0.8,5300000.0,Large,0
"Block A, Bashundhara R-A",2650,4,4,21000000,23.8136688,90.42957170000001,bashundhara r-a,Medium,1,0.017400912456838256,7924.528301886792,0.8,4200000.0,Large,0
"West Monipur, Mirpur",925,2,2,4440000,23.7957442,90.3635789,mirpur,Medium,1,0.0510406243971419,4800.0,0.6666666666666666,1480000.0,Medium,1
"Bochila, Mohammadpur",975,2,2,4000000,23.7465311,90.34777330000001,mohammadpur,Medium,1,0.09086263423485917,4102.5641025641025,0.6666666666666666,1333333.3333333333,Medium,1
"Jubilee Road, 22 No. Enayet Bazaar Ward",1290,2,2,8000000,22.3413715,91.8275825,22 no. enayet bazaar ward,Low,0,2.0396591430723254,6201.550387596899,0.6666666666666666,2666666.6666666665,Medium,1
"Rasdia Mouza, Uttara",1350,4,4,12150000,23.8899605,90.3883735,uttara,High,2,0.0832339069280038,9000.0,0.8,2430000.0,Medium,1
"Ahmed Nagar, Mirpur",975,3,3,4500000,23.793741,90.35503039999999,mirpur,Medium,1,0.05980765339954874,4615.384615384615,0.75,1125000.0,Medium,1
"Section 6, Mirpur",650,2,2,2800000,23.8119402,90.3642437,mirpur,Medium,1,0.04828416661524933,4307.692307692308,0.6666666666666666,933333.3333333334,Small,1
"Section 11, Mirpur",650,2,2,2520000,23.8178783,90.3689508,mirpur,Medium,1,0.04420365880252531,3876.923076923077,0.6666666666666666,840000.0,Small,1
"Block J, Bashundhara R-A",1275,3,3,12500000,23.8228913,90.4425723,bashundhara r-a,Medium,1,0.03260190275091242,9803.921568627451,0.75,3125000.0,Medium,1
"Rayer Bazaar, Hazaribag",1020,2,2,5000000,23.7435238,90.3618904,hazaribag,Low,0,0.0837877825139236,4901.9607843137255,0.6666666666666666,1666666.6666666667,Medium,1
"Section 12, Mirpur",612,2,2,2900000,23.8253064,90.37248149999999,mirpur,Medium,1,0.042739588009363054,4738.562091503268,0.6666666666666666,966666.6666666666,Small,1
"Section 10, Mirpur",1200,3,3,7000000,23.8119234,90.3713045,mirpur,Medium,1,0.04122747442919648,5833.333333333333,0.75,1750000.0,Medium,1
"Sector 7, Uttara",2400,4,4,26000000,23.871349,90.3972052,uttara,High,2,0.06293577129136818,10833.333333333334,0.8,5200000.0,Large,0
"Block J, Bashundhara R-A",1310,3,3,9825000,23.8228913,90.4425723,bashundhara r-a,Medium,1,0.03260190275091242,7500.0,0.75,2456250.0,Medium,1
"Block J, Bashundhara R-A",1310,3,3,12000000,23.8228913,90.4425723,bashundhara r-a,Medium,1,0.03260190275091242,9160.30534351145,0.75,3000000.0,Medium,1
"Radio Colony, Savar",1100,2,2,3630000,23.8578761,90.2640617,savar,Low,0,0.1558762784970769,3300.0,0.6666666666666666,1210000.0,Medium,1
"Sector 18, Uttara",1654,4,4,11000000,23.8550847,90.3583606,uttara,High,2,0.0702619668558277,6650.5441354292625,0.8,2200000.0,Large,1
"Malibagh Chowdhury Para, Malibagh",1475,3,3,15000000,23.752314,90.4158252,malibagh,Low,0,0.05808126333888074,10169.49152542373,0.75,3750000.0,Medium,0
"Block F, Banasree",1220,3,3,9500000,23.7604313,90.4390353,banasree,Low,0,0.056489020046203986,7786.88524590164,0.75,2375000.0,Medium,1
"Vashantek, Cantonment",1950,5,5,8775000,23.8061595,90.3887548,cantonment,Low,0,0.0241034906868217,4500.0,0.8333333333333334,1462500.0,Large,1
"Section 6, Mirpur",650,2,2,2800000,23.8119402,90.3642437,mirpur,Medium,1,0.04828416661524933,4307.692307692308,0.6666666666666666,933333.3333333334,Small,1
"Block B, Banasree",1275,3,3,10600000,23.7619353,90.43314099999999,banasree,Low,0,0.05258512229794613,8313.725490196079,0.75,2650000.0,Medium,1
"Middle Monipur, Mirpur",930,2,2,5200000,23.7970198,90.3667921,mirpur,Medium,1,0.047598065448605065,5591.397849462365,0.6666666666666666,1733333.3333333333,Medium,1
"Middle Monipur, Mirpur",930,2,2,5200000,23.7970198,90.3667921,mirpur,Medium,1,0.047598065448605065,5591.397849462365,0.6666666666666666,1733333.3333333333,Medium,1
"Ali Nagar, Bayazid",1300,3,3,6200000,22.3786414,91.8281763,bayazid,Low,0,2.0134015330618134,4769.2307692307695,0.75,1550000.0,Medium,1
"Section 12, Mirpur",650,2,2,4000000,23.8253064,90.37248149999999,mirpur,Medium,1,0.042739588009363054,6153.846153846154,0.6666666666666666,1333333.3333333333,Small,1
"Rasdia Mouza, Uttara",1850,4,4,17500000,23.8899605,90.3883735,uttara,High,2,0.0832339069280038,9459.45945945946,0.8,3500000.0,Large,0
"Nayatola, Maghbazar",1500,3,3,7300000,23.7527734,90.4057324,maghbazar,Low,0,0.057923312382150344,4866.666666666667,0.75,1825000.0,Medium,1
"Shahid Nagar, Bayazid",1278,2,2,6500000,22.3935374,91.8281763,bayazid,Low,0,2.002836900783601,5086.071987480438,0.6666666666666666,2166666.6666666665,Medium,1
"Pallabi, Mirpur",800,2,2,2500000,23.8223486,90.36542039999999,mirpur,Medium,1,0.048596887741092366,3125.0,0.6666666666666666,833333.3333333334,Medium,1
"Section 1, Mirpur",1310,3,3,4585000,23.8015639,90.3489496,mirpur,Medium,1,0.06414805362105391,3500.0,0.75,1146250.0,Medium,1
"Middle Monipur, Mirpur",1550,3,3,8600000,23.7970198,90.3667921,mirpur,Medium,1,0.047598065448605065,5548.387096774193,0.75,2150000.0,Large,1
"Free School Street, Kathalbagan",1285,2,2,9800000,23.745521,90.3896983,kathalbagan,Low,0,0.06867485976607193,7626.459143968872,0.6666666666666666,3266666.6666666665,Medium,1
"Rasdia Mouza, Uttara",1250,3,3,4800000,23.8899605,90.3883735,uttara,High,2,0.0832339069280038,3840.0,0.75,1200000.0,Medium,1
"Dhaka Uddan, Mohammadpur",1050,2,2,5000000,23.7636465,90.34365679999999,mohammadpur,Medium,1,0.08316210223708037,4761.9047619047615,0.6666666666666666,1666666.6666666667,Medium,1
"Faydabad, Dakshin Khan",970,2,2,4000000,23.8772544,90.41369619999999,dakshin khan,Low,0,0.06696508473674931,4123.711340206186,0.6666666666666666,1333333.3333333333,Medium,1
"Vashantek, Cantonment",950,2,2,4400000,23.8061595,90.3887548,cantonment,Low,0,0.0241034906868217,4631.578947368421,0.6666666666666666,1466666.6666666667,Medium,1
"Polytechnic, Bayazid",1800,3,3,10000000,22.3891916,91.8172069,bayazid,Low,0,1.998186817957269,5555.555555555556,0.75,2500000.0,Large,1
"Sector 4, Uttara",1913,5,5,17300000,23.8624077,90.4042719,uttara,High,2,0.0527533319222552,9043.387349712493,0.8333333333333334,2883333.3333333335,Large,0
"South Banasree Project, Banasree",1038,3,3,7000000,23.7634571,90.4272592,banasree,Low,0,0.04911304577248438,6743.73795761079,0.75,1750000.0,Medium,1
"Patharghata, Kotwali",1775,3,3,12137500,22.3337879,91.8428065,kotwali,Low,0,2.0556908000447596,6838.028169014085,0.75,3034375.0,Large,1
"West Shewrapara, Mirpur",1450,3,3,8675000,23.7881199,90.3736584,mirpur,Medium,1,0.044728366017213576,5982.758620689655,0.75,2168750.0,Medium,1
"Tongi, Gazipur Sadar Upazila",1000,3,3,2600000,23.889974,90.40734719999999,gazipur sadar upazila,Low,0,0.07984045104982557,2600.0,0.75,650000.0,Medium,1
"Pirerbag, Mirpur",1185,2,2,7700000,23.7911115,90.3665972,mirpur,Medium,1,0.049752040964059545,6497.890295358649,0.6666666666666666,2566666.6666666665,Medium,1
"Section 10, Mirpur",900,2,2,2475000,23.8119234,90.3713045,mirpur,Medium,1,0.04122747442919648,2750.0,0.6666666666666666,825000.0,Medium,1
"Dewan Bazar, Bakalia",1500,3,3,8250000,22.3427257,91.8428065,bakalia,Low,0,2.0492806079116517,5500.0,0.75,2062500.0,Medium,1
"Dewan Bazar, Bakalia",1685,3,3,9267500,22.3427257,91.8428065,bakalia,Low,0,2.0492806079116517,5500.0,0.75,2316875.0,Large,1
"Pallabi, Mirpur",1850,3,3,9800000,23.8223486,90.36542039999999,mirpur,Medium,1,0.048596887741092366,5297.2972972972975,0.75,2450000.0,Large,1
"Block K, Bashundhara R-A",2350,4,4,29000000,23.8228845,90.44493039999999,bashundhara r-a,Medium,1,0.03478649859370281,12340.425531914894,0.8,5800000.0,Large,0
"Section 1, Mirpur",1250,3,3,7000000,23.8015639,90.3489496,mirpur,Medium,1,0.06414805362105391,5600.0,0.75,1750000.0,Medium,1
"Section 12, Mirpur",1300,3,3,8000000,23.8253064,90.37248149999999,mirpur,Medium,1,0.042739588009363054,6153.846153846154,0.75,2000000.0,Medium,1
"Rasdia Mouza, Uttara",956,2,2,5800000,23.8899605,90.3883735,uttara,High,2,0.0832339069280038,6066.94560669456,0.6666666666666666,1933333.3333333333,Medium,1
"Section 1, Mirpur",850,2,2,5200000,23.8015639,90.3489496,mirpur,Medium,1,0.06414805362105391,6117.64705882353,0.6666666666666666,1733333.3333333333,Medium,1
"Madartek, Bashabo",1227,3,3,5800000,23.7457035,90.4393425,bashabo,Low,0,0.06995160912016314,4726.976365118175,0.75,1450000.0,Medium,1
"Bagan Bari Road, Cantonment",1700,4,4,12000000,23.7423972,90.4396516,cantonment,Low,0,0.07313001866812897,7058.823529411765,0.8,2400000.0,Large,1
"Rasdia Mouza, Uttara",1500,3,3,12000000,23.8899605,90.3883735,uttara,High,2,0.0832339069280038,8000.0,0.75,3000000.0,Medium,1
"North Khulshi, Khulshi",3000,4,4,28000000,22.3589004,91.8125895,khulshi,Low,0,2.0166336818793926,9333.333333333334,0.8,5600000.0,Large,0
"Rasdia Mouza, Uttara",1950,3,3,10725000,23.8899605,90.3883735,uttara,High,2,0.0832339069280038,5500.0,0.75,2681250.0,Large,1
"Nayatola, Maghbazar",850,3,3,6500000,23.7527734,90.4057324,maghbazar,Low,0,0.057923312382150344,7647.058823529412,0.75,1625000.0,Medium,1
"Sector 12, Uttara",1331,3,3,9500000,23.8713904,90.380721,uttara,High,2,0.06886175871381538,7137.490608564989,0.75,2375000.0,Medium,1
"Joydebpur, Gazipur Sadar Upazila",1350,3,3,5535000,23.9905079,90.3877184,gazipur sadar upazila,Low,0,0.18190386175386594,4100.0,0.75,1383750.0,Medium,1
"Dewan Bazar, Bakalia",1400,3,3,7700000,22.3427257,91.8428065,bakalia,Low,0,2.0492806079116517,5500.0,0.75,1925000.0,Medium,1
"Sector 3, Uttara",2400,4,4,21000000,23.8654003,90.3972052,uttara,High,2,0.057183686197461114,8750.0,0.8,4200000.0,Large,0
"Section 12, Mirpur",1200,3,3,6600000,23.8253064,90.37248149999999,mirpur,Medium,1,0.042739588009363054,5500.0,0.75,1650000.0,Medium,1
"Block I, Bashundhara R-A",1180,3,3,7500000,23.8206687,90.43962479999999,bashundhara r-a,Medium,1,0.02903902055389801,6355.932203389831,0.75,1875000.0,Medium,1
"West Kazipara, Mirpur",879,2,2,5274000,23.797795,90.3707161,mirpur,Medium,1,0.0436150126012811,6000.0,0.6666666666666666,1758000.0,Medium,1
"West Shewrapara, Mirpur",1315,3,3,7375000,23.7881199,90.3736584,mirpur,Medium,1,0.044728366017213576,5608.365019011407,0.75,1843750.0,Medium,1
"Pallabi, Mirpur",1150,2,2,4500000,23.8223486,90.36542039999999,mirpur,Medium,1,0.048596887741092366,3913.0434782608695,0.6666666666666666,1500000.0,Medium,1
"Sector 11, Uttara",1500,3,3,15000000,23.8773155,90.39013969999999,uttara,High,2,0.07064743630408771,10000.0,0.75,3750000.0,Medium,0
"Kutum Goli, Agargaon",1230,3,3,6400000,23.7834257,90.3733666,agargaon,Low,0,0.04747263418065125,5203.252032520325,0.75,1600000.0,Medium,1
"Section 10, Mirpur",1275,3,3,7200000,23.8119234,90.3713045,mirpur,Medium,1,0.04122747442919648,5647.058823529412,0.75,1800000.0,Medium,1
"West Dhanmondi and Shangkar, Dhanmondi",1425,3,3,9975000,23.7494629,90.3665972,dhanmondi,High,2,0.07621167747956638,7000.0,0.75,2493750.0,Medium,1
"Ashkona, Dakshin Khan",1450,2,2,9425000,23.853447,90.4184093,dakshin khan,Low,0,0.04354978111873562,6500.0,0.6666666666666666,3141666.6666666665,Medium,1
"Rasdia Mouza, Uttara",700,2,2,3500000,23.8899605,90.3883735,uttara,High,2,0.0832339069280038,5000.0,0.6666666666666666,1166666.6666666667,Small,1
"South Khulshi, Khulshi",1500,3,3,9000000,22.3587138,91.8108977,khulshi,Low,0,2.015593863702642,6000.0,0.75,2250000.0,Medium,1
"Darussalam, Mirpur",1260,3,3,5796000,23.7784999,90.35306659999999,mirpur,Medium,1,0.06740604865715305,4600.0,0.75,1449000.0,Medium,1
"Shimultoly, Gazipur Sadar Upazila",1174,3,3,4696000,24.0245286,90.4323699,gazipur sadar upazila,Low,0,0.21514810244101495,4000.0,0.75,1174000.0,Medium,1
"Rasdia Mouza, Uttara",1350,2,2,7425000,23.8899605,90.3883735,uttara,High,2,0.0832339069280038,5500.0,0.6666666666666666,2475000.0,Medium,1
"Section 12, Mirpur",1330,3,3,6916000,23.8253064,90.37248149999999,mirpur,Medium,1,0.042739588009363054,5200.0,0.75,1729000.0,Medium,1
"Kutum Goli, Agargaon",1350,2,2,7425000,23.7834257,90.3733666,agargaon,Low,0,0.04747263418065125,5500.0,0.6666666666666666,2475000.0,Medium,1
"Chandgaon Residential Area, 4 No Chandgaon Ward",1080,3,3,5700000,22.3784211,91.8476843,4 no chandgaon ward,Low,0,2.027321178114536,5277.777777777777,0.75,1425000.0,Medium,1
"Ahmed Nagar, Mirpur",1200,3,3,7500000,23.793741,90.35503039999999,mirpur,Medium,1,0.05980765339954874,6250.0,0.75,1875000.0,Medium,1
